Timestamp,Sensor-id,Long,Lat,Value
2020-04-07 20:00:00,mobile-1,,,
2020-04-07 20:30:00,mobile-1,,,
2020-04-07 21:00:00,mobile-1,,,
2020-04-07 21:30:00,mobile-1,,,
2020-04-07 22:00:00,mobile-1,,,
2020-04-07 22:30:00,mobile-1,,,
2020-04-07 23:00:00,mobile-1,,,
2020-04-07 23:30:00,mobile-1,,,
2020-04-08 00:00:00,mobile-1,,,
2020-04-08 00:30:00,mobile-1,,,
2020-04-08 01:00:00,mobile-1,,,
2020-04-08 01:30:00,mobile-1,,,
2020-04-08 02:00:00,mobile-1,,,
2020-04-08 02:30:00,mobile-1,,,
2020-04-08 03:00:00,mobile-1,,,
2020-04-08 03:30:00,mobile-1,,,
2020-04-08 04:00:00,mobile-1,,,
2020-04-08 04:30:00,mobile-1,,,
2020-04-08 05:00:00,mobile-1,,,
2020-04-08 05:30:00,mobile-1,,,
2020-04-08 06:00:00,mobile-1,,,
2020-04-08 06:30:00,mobile-1,,,
2020-04-08 07:00:00,mobile-1,,,
2020-04-08 07:30:00,mobile-1,,,
2020-04-08 08:00:00,mobile-1,-119.8822094583334,0.16271364583333345,43.67
2020-04-08 08:30:00,mobile-1,-119.87708771428571,0.15984614285714285,38.612
2020-04-08 09:00:00,mobile-1,,,
2020-04-08 09:30:00,mobile-1,,,
2020-04-08 10:00:00,mobile-1,,,
2020-04-08 10:30:00,mobile-1,,,
2020-04-08 11:00:00,mobile-1,,,
2020-04-08 11:30:00,mobile-1,,,
2020-04-08 12:00:00,mobile-1,,,
2020-04-08 12:30:00,mobile-1,,,
2020-04-08 13:00:00,mobile-1,,,
2020-04-08 13:30:00,mobile-1,,,
2020-04-08 14:00:00,mobile-1,,,
2020-04-08 14:30:00,mobile-1,,,
2020-04-08 15:00:00,mobile-1,,,
2020-04-08 15:30:00,mobile-1,,,
2020-04-08 16:00:00,mobile-1,-119.87825878947369,0.1523538421052632,36.372
2020-04-08 16:30:00,mobile-1,-119.8909085857143,0.1526160142857143,36.372
2020-04-06 08:00:00,mobile-2,-119.89709478571426,0.13622128571428568,33.06955
2020-04-06 08:30:00,mobile-2,,,
2020-04-06 09:00:00,mobile-2,,,
2020-04-06 09:30:00,mobile-2,,,
2020-04-06 10:00:00,mobile-2,,,
2020-04-06 10:30:00,mobile-2,,,
2020-04-06 11:00:00,mobile-2,,,
2020-04-06 11:30:00,mobile-2,,,
2020-04-06 12:00:00,mobile-2,,,
2020-04-06 12:30:00,mobile-2,,,
2020-04-06 13:00:00,mobile-2,,,
2020-04-06 13:30:00,mobile-2,,,
2020-04-06 14:00:00,mobile-2,,,
2020-04-06 14:30:00,mobile-2,,,
2020-04-06 15:00:00,mobile-2,,,
2020-04-06 15:30:00,mobile-2,,,
2020-04-06 16:00:00,mobile-2,,,
2020-04-06 16:30:00,mobile-2,,,
2020-04-06 17:00:00,mobile-2,,,
2020-04-06 17:30:00,mobile-2,,,
2020-04-06 18:00:00,mobile-2,,,
2020-04-06 18:30:00,mobile-2,,,
2020-04-06 19:00:00,mobile-2,,,
2020-04-06 19:30:00,mobile-2,,,
2020-04-06 20:00:00,mobile-2,,,
2020-04-06 20:30:00,mobile-2,,,
2020-04-06 21:00:00,mobile-2,,,
2020-04-06 21:30:00,mobile-2,,,
2020-04-06 22:00:00,mobile-2,,,
2020-04-06 22:30:00,mobile-2,,,
2020-04-06 23:00:00,mobile-2,,,
2020-04-06 23:30:00,mobile-2,,,
2020-04-07 00:00:00,mobile-2,,,
2020-04-07 00:30:00,mobile-2,,,
2020-04-07 01:00:00,mobile-2,,,
2020-04-07 01:30:00,mobile-2,,,
2020-04-07 02:00:00,mobile-2,,,
2020-04-07 02:30:00,mobile-2,,,
2020-04-07 03:00:00,mobile-2,,,
2020-04-07 03:30:00,mobile-2,,,
2020-04-07 04:00:00,mobile-2,,,
2020-04-07 04:30:00,mobile-2,,,
2020-04-07 05:00:00,mobile-2,,,
2020-04-07 05:30:00,mobile-2,,,
2020-04-07 06:00:00,mobile-2,,,
2020-04-07 06:30:00,mobile-2,,,
2020-04-07 07:00:00,mobile-2,,,
2020-04-07 07:30:00,mobile-2,-119.89708257142854,0.1362299642857143,37.00835
2020-04-07 08:00:00,mobile-2,,,
2020-04-07 08:30:00,mobile-2,,,
2020-04-07 09:00:00,mobile-2,,,
2020-04-07 09:30:00,mobile-2,,,
2020-04-07 10:00:00,mobile-2,,,
2020-04-07 10:30:00,mobile-2,,,
2020-04-07 11:00:00,mobile-2,,,
2020-04-07 11:30:00,mobile-2,,,
2020-04-07 12:00:00,mobile-2,,,
2020-04-07 12:30:00,mobile-2,,,
2020-04-07 13:00:00,mobile-2,,,
2020-04-07 13:30:00,mobile-2,,,
2020-04-07 14:00:00,mobile-2,,,
2020-04-07 14:30:00,mobile-2,,,
2020-04-07 15:00:00,mobile-2,,,
2020-04-07 15:30:00,mobile-2,,,
2020-04-07 16:00:00,mobile-2,,,
2020-04-07 16:30:00,mobile-2,,,
2020-04-07 17:00:00,mobile-2,,,
2020-04-07 17:30:00,mobile-2,,,
2020-04-07 18:00:00,mobile-2,,,
2020-04-07 18:30:00,mobile-2,,,
2020-04-07 19:00:00,mobile-2,,,
2020-04-07 19:30:00,mobile-2,,,
2020-04-07 20:00:00,mobile-2,,,
2020-04-07 20:30:00,mobile-2,,,
2020-04-07 21:00:00,mobile-2,,,
2020-04-07 21:30:00,mobile-2,,,
2020-04-07 22:00:00,mobile-2,,,
2020-04-07 22:30:00,mobile-2,,,
2020-04-07 23:00:00,mobile-2,,,
2020-04-07 23:30:00,mobile-2,,,
2020-04-08 00:00:00,mobile-2,,,
2020-04-08 00:30:00,mobile-2,,,
2020-04-08 01:00:00,mobile-2,,,
2020-04-08 01:30:00,mobile-2,,,
2020-04-08 02:00:00,mobile-2,,,
2020-04-08 02:30:00,mobile-2,,,
2020-04-08 03:00:00,mobile-2,,,
2020-04-08 03:30:00,mobile-2,,,
2020-04-08 04:00:00,mobile-2,,,
2020-04-08 04:30:00,mobile-2,,,
2020-04-08 05:00:00,mobile-2,,,
2020-04-08 05:30:00,mobile-2,,,
2020-04-08 06:00:00,mobile-2,,,
2020-04-08 06:30:00,mobile-2,,,
2020-04-08 07:00:00,mobile-2,,,
2020-04-08 07:30:00,mobile-2,-119.89721033333333,0.13625385185185182,43.01435
2020-04-08 08:00:00,mobile-2,,,
2020-04-08 08:30:00,mobile-2,,,
2020-04-08 09:00:00,mobile-2,,,
2020-04-08 09:30:00,mobile-2,,,
2020-04-08 10:00:00,mobile-2,,,
2020-04-08 10:30:00,mobile-2,,,
2020-04-08 11:00:00,mobile-2,,,
2020-04-08 11:30:00,mobile-2,,,
2020-04-08 12:00:00,mobile-2,,,
2020-04-08 12:30:00,mobile-2,,,
2020-04-08 13:00:00,mobile-2,,,
2020-04-08 13:30:00,mobile-2,,,
2020-04-08 14:00:00,mobile-2,,,
2020-04-08 14:30:00,mobile-2,,,
2020-04-08 15:00:00,mobile-2,,,
2020-04-08 15:30:00,mobile-2,,,
2020-04-08 16:00:00,mobile-2,,,
2020-04-08 16:30:00,mobile-2,,,
2020-04-08 17:00:00,mobile-2,,,
2020-04-08 17:30:00,mobile-2,,,
2020-04-08 18:00:00,mobile-2,,,
2020-04-08 18:30:00,mobile-2,,,
2020-04-08 19:00:00,mobile-2,,,
2020-04-08 19:30:00,mobile-2,,,
2020-04-08 20:00:00,mobile-2,,,
2020-04-08 20:30:00,mobile-2,,,
2020-04-08 21:00:00,mobile-2,,,
2020-04-08 21:30:00,mobile-2,,,
2020-04-08 22:00:00,mobile-2,,,
2020-04-08 22:30:00,mobile-2,,,
2020-04-08 23:00:00,mobile-2,,,
2020-04-08 23:30:00,mobile-2,,,
2020-04-09 00:00:00,mobile-2,,,
2020-04-09 00:30:00,mobile-2,,,
2020-04-09 01:00:00,mobile-2,,,
2020-04-09 01:30:00,mobile-2,,,
2020-04-09 02:00:00,mobile-2,,,
2020-04-09 02:30:00,mobile-2,,,
2020-04-09 03:00:00,mobile-2,,,
2020-04-09 03:30:00,mobile-2,,,
2020-04-09 04:00:00,mobile-2,,,
2020-04-09 04:30:00,mobile-2,,,
2020-04-09 05:00:00,mobile-2,,,
2020-04-09 05:30:00,mobile-2,,,
2020-04-09 06:00:00,mobile-2,,,
2020-04-09 06:30:00,mobile-2,,,
2020-04-09 07:00:00,mobile-2,,,
2020-04-09 07:30:00,mobile-2,,,
2020-04-09 08:00:00,mobile-2,,,
2020-04-09 08:30:00,mobile-2,,,
2020-04-09 09:00:00,mobile-2,,,
2020-04-09 09:30:00,mobile-2,,,
2020-04-09 10:00:00,mobile-2,,,
2020-04-09 10:30:00,mobile-2,,,
2020-04-09 11:00:00,mobile-2,,,
2020-04-09 11:30:00,mobile-2,,,
2020-04-09 12:00:00,mobile-2,,,
2020-04-09 12:30:00,mobile-2,,,
2020-04-09 13:00:00,mobile-2,,,
2020-04-09 13:30:00,mobile-2,,,
2020-04-09 14:00:00,mobile-2,,,
2020-04-09 14:30:00,mobile-2,,,
2020-04-09 15:00:00,mobile-2,,,
2020-04-09 15:30:00,mobile-2,,,
2020-04-09 16:00:00,mobile-2,,,
2020-04-09 16:30:00,mobile-2,,,
2020-04-09 17:00:00,mobile-2,,,
2020-04-09 17:30:00,mobile-2,,,
2020-04-09 18:00:00,mobile-2,,,
2020-04-09 18:30:00,mobile-2,,,
2020-04-09 19:00:00,mobile-2,,,
2020-04-09 19:30:00,mobile-2,,,
2020-04-09 20:00:00,mobile-2,,,
2020-04-09 20:30:00,mobile-2,-119.89697151724138,0.13621465517241377,60.1085204553539
2020-04-06 07:00:00,mobile-4,-119.89787830434783,0.13618052173913048,20.0
2020-04-06 07:30:00,mobile-4,,,
2020-04-06 08:00:00,mobile-4,,,
2020-04-06 08:30:00,mobile-4,,,
2020-04-06 09:00:00,mobile-4,,,
2020-04-06 09:30:00,mobile-4,,,
2020-04-06 10:00:00,mobile-4,,,
2020-04-06 10:30:00,mobile-4,,,
2020-04-06 11:00:00,mobile-4,,,
2020-04-06 11:30:00,mobile-4,,,
2020-04-06 12:00:00,mobile-4,,,
2020-04-06 12:30:00,mobile-4,,,
2020-04-06 13:00:00,mobile-4,,,
2020-04-06 13:30:00,mobile-4,,,
2020-04-06 14:00:00,mobile-4,,,
2020-04-06 14:30:00,mobile-4,,,
2020-04-06 15:00:00,mobile-4,,,
2020-04-06 15:30:00,mobile-4,,,
2020-04-06 16:00:00,mobile-4,,,
2020-04-06 16:30:00,mobile-4,,,
2020-04-06 17:00:00,mobile-4,,,
2020-04-06 17:30:00,mobile-4,,,
2020-04-06 18:00:00,mobile-4,,,
2020-04-06 18:30:00,mobile-4,,,
2020-04-06 19:00:00,mobile-4,,,
2020-04-06 19:30:00,mobile-4,,,
2020-04-06 20:00:00,mobile-4,,,
2020-04-06 20:30:00,mobile-4,,,
2020-04-06 21:00:00,mobile-4,,,
2020-04-06 21:30:00,mobile-4,,,
2020-04-06 22:00:00,mobile-4,,,
2020-04-06 22:30:00,mobile-4,,,
2020-04-06 23:00:00,mobile-4,,,
2020-04-06 23:30:00,mobile-4,,,
2020-04-07 00:00:00,mobile-4,,,
2020-04-07 00:30:00,mobile-4,,,
2020-04-07 01:00:00,mobile-4,,,
2020-04-07 01:30:00,mobile-4,,,
2020-04-07 02:00:00,mobile-4,,,
2020-04-07 02:30:00,mobile-4,,,
2020-04-07 03:00:00,mobile-4,,,
2020-04-07 03:30:00,mobile-4,,,
2020-04-07 04:00:00,mobile-4,,,
2020-04-07 04:30:00,mobile-4,,,
2020-04-07 05:00:00,mobile-4,,,
2020-04-07 05:30:00,mobile-4,,,
2020-04-07 06:00:00,mobile-4,,,
2020-04-07 06:30:00,mobile-4,,,
2020-04-07 07:00:00,mobile-4,,,
2020-04-07 07:30:00,mobile-4,,,
2020-04-07 08:00:00,mobile-4,,,
2020-04-07 08:30:00,mobile-4,,,
2020-04-07 09:00:00,mobile-4,,,
2020-04-07 09:30:00,mobile-4,,,
2020-04-07 10:00:00,mobile-4,,,
2020-04-07 10:30:00,mobile-4,,,
2020-04-07 11:00:00,mobile-4,,,
2020-04-07 11:30:00,mobile-4,,,
2020-04-07 12:00:00,mobile-4,,,
2020-04-07 12:30:00,mobile-4,,,
2020-04-07 13:00:00,mobile-4,,,
2020-04-07 13:30:00,mobile-4,,,
2020-04-07 14:00:00,mobile-4,,,
2020-04-07 14:30:00,mobile-4,,,
2020-04-07 15:00:00,mobile-4,,,
2020-04-07 15:30:00,mobile-4,,,
2020-04-07 16:00:00,mobile-4,,,
2020-04-07 16:30:00,mobile-4,,,
2020-04-07 17:00:00,mobile-4,,,
2020-04-07 17:30:00,mobile-4,,,
2020-04-07 18:00:00,mobile-4,,,
2020-04-07 18:30:00,mobile-4,,,
2020-04-07 19:00:00,mobile-4,,,
2020-04-07 19:30:00,mobile-4,,,
2020-04-07 20:00:00,mobile-4,,,
2020-04-07 20:30:00,mobile-4,-119.88962641584165,0.15289507920792084,22.0
2020-04-07 21:00:00,mobile-4,,,
2020-04-07 21:30:00,mobile-4,,,
2020-04-07 22:00:00,mobile-4,,,
2020-04-07 22:30:00,mobile-4,,,
2020-04-07 23:00:00,mobile-4,,,
2020-04-07 23:30:00,mobile-4,,,
2020-04-08 00:00:00,mobile-4,,,
2020-04-08 00:30:00,mobile-4,,,
2020-04-08 01:00:00,mobile-4,,,
2020-04-08 01:30:00,mobile-4,,,
2020-04-08 02:00:00,mobile-4,,,
2020-04-08 02:30:00,mobile-4,,,
2020-04-08 03:00:00,mobile-4,,,
2020-04-08 03:30:00,mobile-4,,,
2020-04-08 04:00:00,mobile-4,,,
2020-04-08 04:30:00,mobile-4,,,
2020-04-08 05:00:00,mobile-4,,,
2020-04-08 05:30:00,mobile-4,,,
2020-04-08 06:00:00,mobile-4,,,
2020-04-08 06:30:00,mobile-4,,,
2020-04-08 07:00:00,mobile-4,-119.89799163636366,0.1362039090909091,22.0
2020-04-06 06:00:00,mobile-5,-119.90072599999999,0.168434,19.0
2020-04-06 06:30:00,mobile-5,,,
2020-04-06 07:00:00,mobile-5,,,
2020-04-06 07:30:00,mobile-5,,,
2020-04-06 08:00:00,mobile-5,,,
2020-04-06 08:30:00,mobile-5,,,
2020-04-06 09:00:00,mobile-5,,,
2020-04-06 09:30:00,mobile-5,,,
2020-04-06 10:00:00,mobile-5,,,
2020-04-06 10:30:00,mobile-5,,,
2020-04-06 11:00:00,mobile-5,,,
2020-04-06 11:30:00,mobile-5,,,
2020-04-06 12:00:00,mobile-5,,,
2020-04-06 12:30:00,mobile-5,,,
2020-04-06 13:00:00,mobile-5,,,
2020-04-06 13:30:00,mobile-5,,,
2020-04-06 14:00:00,mobile-5,,,
2020-04-06 14:30:00,mobile-5,,,
2020-04-06 15:00:00,mobile-5,,,
2020-04-06 15:30:00,mobile-5,,,
2020-04-06 16:00:00,mobile-5,,,
2020-04-06 16:30:00,mobile-5,-119.89366955384607,0.1620999230769231,24.0
2020-04-06 17:00:00,mobile-5,,,
2020-04-06 17:30:00,mobile-5,,,
2020-04-06 18:00:00,mobile-5,,,
2020-04-06 18:30:00,mobile-5,,,
2020-04-06 19:00:00,mobile-5,,,
2020-04-06 19:30:00,mobile-5,,,
2020-04-06 20:00:00,mobile-5,,,
2020-04-06 20:30:00,mobile-5,,,
2020-04-06 21:00:00,mobile-5,,,
2020-04-06 21:30:00,mobile-5,,,
2020-04-06 22:00:00,mobile-5,,,
2020-04-06 22:30:00,mobile-5,,,
2020-04-06 23:00:00,mobile-5,,,
2020-04-06 23:30:00,mobile-5,,,
2020-04-07 00:00:00,mobile-5,,,
2020-04-07 00:30:00,mobile-5,,,
2020-04-07 01:00:00,mobile-5,,,
2020-04-07 01:30:00,mobile-5,,,
2020-04-07 02:00:00,mobile-5,,,
2020-04-07 02:30:00,mobile-5,,,
2020-04-07 03:00:00,mobile-5,,,
2020-04-07 03:30:00,mobile-5,,,
2020-04-07 04:00:00,mobile-5,,,
2020-04-07 04:30:00,mobile-5,,,
2020-04-07 05:00:00,mobile-5,,,
2020-04-07 05:30:00,mobile-5,,,
2020-04-07 06:00:00,mobile-5,,,
2020-04-07 06:30:00,mobile-5,,,
2020-04-07 07:00:00,mobile-5,,,
2020-04-07 07:30:00,mobile-5,,,
2020-04-07 08:00:00,mobile-5,,,
2020-04-07 08:30:00,mobile-5,,,
2020-04-07 09:00:00,mobile-5,,,
2020-04-07 09:30:00,mobile-5,,,
2020-04-07 10:00:00,mobile-5,,,
2020-04-07 10:30:00,mobile-5,,,
2020-04-07 11:00:00,mobile-5,,,
2020-04-07 11:30:00,mobile-5,-119.88737242541455,0.14208571270718207,22.0
2020-04-07 12:00:00,mobile-5,-119.8960539999997,0.1362489999999995,25.0
2020-04-07 12:30:00,mobile-5,-119.89641782741148,0.1362997969543143,23.0
2020-04-07 13:00:00,mobile-5,,,
2020-04-07 13:30:00,mobile-5,,,
2020-04-07 14:00:00,mobile-5,,,
2020-04-07 14:30:00,mobile-5,,,
2020-04-07 15:00:00,mobile-5,,,
2020-04-07 15:30:00,mobile-5,,,
2020-04-07 16:00:00,mobile-5,-119.89367099999991,0.16210287692307698,25.0
2020-04-07 16:30:00,mobile-5,,,
2020-04-07 17:00:00,mobile-5,,,
2020-04-07 17:30:00,mobile-5,,,
2020-04-07 18:00:00,mobile-5,,,
2020-04-07 18:30:00,mobile-5,,,
2020-04-07 19:00:00,mobile-5,,,
2020-04-07 19:30:00,mobile-5,,,
2020-04-07 20:00:00,mobile-5,,,
2020-04-07 20:30:00,mobile-5,,,
2020-04-07 21:00:00,mobile-5,,,
2020-04-07 21:30:00,mobile-5,,,
2020-04-07 22:00:00,mobile-5,,,
2020-04-07 22:30:00,mobile-5,,,
2020-04-07 23:00:00,mobile-5,,,
2020-04-07 23:30:00,mobile-5,,,
2020-04-08 00:00:00,mobile-5,,,
2020-04-08 00:30:00,mobile-5,,,
2020-04-08 01:00:00,mobile-5,,,
2020-04-08 01:30:00,mobile-5,,,
2020-04-08 02:00:00,mobile-5,,,
2020-04-08 02:30:00,mobile-5,,,
2020-04-08 03:00:00,mobile-5,,,
2020-04-08 03:30:00,mobile-5,,,
2020-04-08 04:00:00,mobile-5,,,
2020-04-08 04:30:00,mobile-5,,,
2020-04-08 05:00:00,mobile-5,,,
2020-04-08 05:30:00,mobile-5,,,
2020-04-08 06:00:00,mobile-5,,,
2020-04-08 06:30:00,mobile-5,,,
2020-04-08 07:00:00,mobile-5,,,
2020-04-08 07:30:00,mobile-5,,,
2020-04-08 08:00:00,mobile-5,,,
2020-04-08 08:30:00,mobile-5,,,
2020-04-08 09:00:00,mobile-5,,,
2020-04-08 09:30:00,mobile-5,,,
2020-04-08 10:00:00,mobile-5,,,
2020-04-08 10:30:00,mobile-5,,,
2020-04-08 11:00:00,mobile-5,,,
2020-04-08 11:30:00,mobile-5,,,
2020-04-08 12:00:00,mobile-5,,,
2020-04-08 12:30:00,mobile-5,,,
2020-04-08 13:00:00,mobile-5,,,
2020-04-08 13:30:00,mobile-5,,,
2020-04-08 14:00:00,mobile-5,,,
2020-04-08 14:30:00,mobile-5,,,
2020-04-08 15:00:00,mobile-5,,,
2020-04-08 15:30:00,mobile-5,,,
2020-04-08 16:00:00,mobile-5,-119.89372451562494,0.16205825000000004,21.091062738678065
2020-04-08 16:30:00,mobile-5,,,
2020-04-08 17:00:00,mobile-5,,,
2020-04-08 17:30:00,mobile-5,,,
2020-04-08 18:00:00,mobile-5,,,
2020-04-08 18:30:00,mobile-5,,,
2020-04-08 19:00:00,mobile-5,,,
2020-04-08 19:30:00,mobile-5,,,
2020-04-08 20:00:00,mobile-5,,,
2020-04-08 20:30:00,mobile-5,,,
2020-04-08 21:00:00,mobile-5,,,
2020-04-08 21:30:00,mobile-5,,,
2020-04-08 22:00:00,mobile-5,,,
2020-04-08 22:30:00,mobile-5,,,
2020-04-08 23:00:00,mobile-5,,,
2020-04-08 23:30:00,mobile-5,,,
2020-04-09 00:00:00,mobile-5,,,
2020-04-09 00:30:00,mobile-5,,,
2020-04-09 01:00:00,mobile-5,,,
2020-04-09 01:30:00,mobile-5,,,
2020-04-09 02:00:00,mobile-5,,,
2020-04-09 02:30:00,mobile-5,,,
2020-04-09 03:00:00,mobile-5,,,
2020-04-09 03:30:00,mobile-5,,,
2020-04-09 04:00:00,mobile-5,,,
2020-04-09 04:30:00,mobile-5,,,
2020-04-09 05:00:00,mobile-5,,,
2020-04-09 05:30:00,mobile-5,,,
2020-04-09 06:00:00,mobile-5,,,
2020-04-09 06:30:00,mobile-5,,,
2020-04-09 07:00:00,mobile-5,,,
2020-04-09 07:30:00,mobile-5,,,
2020-04-09 08:00:00,mobile-5,,,
2020-04-09 08:30:00,mobile-5,,,
2020-04-09 09:00:00,mobile-5,,,
2020-04-09 09:30:00,mobile-5,,,
2020-04-09 10:00:00,mobile-5,,,
2020-04-09 10:30:00,mobile-5,,,
2020-04-09 11:00:00,mobile-5,,,
2020-04-09 11:30:00,mobile-5,,,
2020-04-09 12:00:00,mobile-5,,,
2020-04-09 12:30:00,mobile-5,,,
2020-04-09 13:00:00,mobile-5,,,
2020-04-09 13:30:00,mobile-5,,,
2020-04-09 14:00:00,mobile-5,,,
2020-04-09 14:30:00,mobile-5,,,
2020-04-09 15:00:00,mobile-5,,,
2020-04-09 15:30:00,mobile-5,,,
2020-04-09 16:00:00,mobile-5,,,
2020-04-09 16:30:00,mobile-5,,,
2020-04-09 17:00:00,mobile-5,,,
2020-04-09 17:30:00,mobile-5,,,
2020-04-09 18:00:00,mobile-5,,,
2020-04-09 18:30:00,mobile-5,,,
2020-04-09 19:00:00,mobile-5,,,
2020-04-09 19:30:00,mobile-5,,,
2020-04-09 20:00:00,mobile-5,,,
2020-04-09 20:30:00,mobile-5,,,
2020-04-09 21:00:00,mobile-5,,,
2020-04-09 21:30:00,mobile-5,,,
2020-04-09 22:00:00,mobile-5,,,
2020-04-09 22:30:00,mobile-5,,,
2020-04-09 23:00:00,mobile-5,,,
2020-04-09 23:30:00,mobile-5,,,
2020-04-10 00:00:00,mobile-5,,,
2020-04-10 00:30:00,mobile-5,,,
2020-04-10 01:00:00,mobile-5,,,
2020-04-10 01:30:00,mobile-5,,,
2020-04-10 02:00:00,mobile-5,,,
2020-04-10 02:30:00,mobile-5,,,
2020-04-10 03:00:00,mobile-5,,,
2020-04-10 03:30:00,mobile-5,,,
2020-04-10 04:00:00,mobile-5,,,
2020-04-10 04:30:00,mobile-5,,,
2020-04-10 05:00:00,mobile-5,,,
2020-04-10 05:30:00,mobile-5,,,
2020-04-10 06:00:00,mobile-5,,,
2020-04-10 06:30:00,mobile-5,,,
2020-04-10 07:00:00,mobile-5,,,
2020-04-10 07:30:00,mobile-5,,,
2020-04-10 08:00:00,mobile-5,,,
2020-04-10 08:30:00,mobile-5,,,
2020-04-10 09:00:00,mobile-5,,,
2020-04-10 09:30:00,mobile-5,,,
2020-04-10 10:00:00,mobile-5,,,
2020-04-10 10:30:00,mobile-5,,,
2020-04-10 11:00:00,mobile-5,,,
2020-04-10 11:30:00,mobile-5,,,
2020-04-10 12:00:00,mobile-5,,,
2020-04-10 12:30:00,mobile-5,,,
2020-04-10 13:00:00,mobile-5,,,
2020-04-10 13:30:00,mobile-5,,,
2020-04-10 14:00:00,mobile-5,,,
2020-04-10 14:30:00,mobile-5,,,
2020-04-10 15:00:00,mobile-5,,,
2020-04-10 15:30:00,mobile-5,,,
2020-04-10 16:00:00,mobile-5,,,
2020-04-10 16:30:00,mobile-5,,,
2020-04-10 17:00:00,mobile-5,,,
2020-04-10 17:30:00,mobile-5,,,
2020-04-10 18:00:00,mobile-5,,,
2020-04-10 18:30:00,mobile-5,,,
2020-04-10 19:00:00,mobile-5,,,
2020-04-10 19:30:00,mobile-5,,,
2020-04-10 20:00:00,mobile-5,,,
2020-04-10 20:30:00,mobile-5,,,
2020-04-10 21:00:00,mobile-5,,,
2020-04-10 21:30:00,mobile-5,,,
2020-04-10 22:00:00,mobile-5,,,
2020-04-10 22:30:00,mobile-5,,,
2020-04-10 23:00:00,mobile-5,-119.89388753731336,0.16228155223880605,33.00362933501146
2020-04-06 16:00:00,mobile-6,-119.89034455172433,0.15225262931034492,20.0
2020-04-06 16:30:00,mobile-6,,,
2020-04-06 17:00:00,mobile-6,,,
2020-04-06 17:30:00,mobile-6,,,
2020-04-06 18:00:00,mobile-6,,,
2020-04-06 18:30:00,mobile-6,,,
2020-04-06 19:00:00,mobile-6,,,
2020-04-06 19:30:00,mobile-6,,,
2020-04-06 20:00:00,mobile-6,,,
2020-04-06 20:30:00,mobile-6,,,
2020-04-06 21:00:00,mobile-6,,,
2020-04-06 21:30:00,mobile-6,,,
2020-04-06 22:00:00,mobile-6,,,
2020-04-06 22:30:00,mobile-6,,,
2020-04-06 23:00:00,mobile-6,,,
2020-04-06 23:30:00,mobile-6,,,
2020-04-07 00:00:00,mobile-6,,,
2020-04-07 00:30:00,mobile-6,,,
2020-04-07 01:00:00,mobile-6,,,
2020-04-07 01:30:00,mobile-6,,,
2020-04-07 02:00:00,mobile-6,,,
2020-04-07 02:30:00,mobile-6,,,
2020-04-07 03:00:00,mobile-6,,,
